PANEL	FILE	gene_id	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	IS_POSITIVE	qvalue	PROB
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000250509.wgt.RDat	ENSG00000250509	5	180441559	180443238	0.059173	rs187466114	5.92	rs115862372	0.00127	-3.73	-2.388	5708	3	lasso	0.0095	0.017	3.196	0.00139	1	0.0198075	0.9801925
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113300.wgt.RDat	ENSG00000113300	5	180494412	180578405	0.113103	rs2545098	6.92	rs6601052	0.08026	-6.76	1.693	5464	1	top1	0.08	6.6e-11	-1.693	0.0905	0	0.533637931034483	0.466362068965517
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000066230.wgt.RDat	ENSG00000066230	5	473310	524332	0.351189	rs75049635	6.4	rs10043794	0.2311	10.96	-1.323	4394	1	top1	0.23	1.7e-30	-1.323	0.186	0	0.747120805369128	0.252879194630872
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000214510.wgt.RDat	ENSG00000214510	5	148268180	148286254	0.085461	rs116718538	3.59	rs1820274	0.0892	-7	0.0565	4428	1	top1	0.089	5.6e-12	-0.0565	0.9549	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000081818.wgt.RDat	ENSG00000081818	5	141121799	141125623	0.28465	rs3777095	10.71	rs3777095	0.258262	-11.48	10.7149	3878	46	enet	0.28	4.3e-38	-11.6622	1.99e-31	1	5.955075e-29	1
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000150756.wgt.RDat	ENSG00000150756	5	10226330	10249897	0.18479	rs73041655	4.06	rs6875199	0.0837	7.15	0.1099	4137	1	top1	0.084	2.5e-11	0.1099	0.913	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113269.wgt.RDat	ENSG00000113269	5	179911651	180072118	0.236581	rs80084637	6.26	rs2303645	0.0932	-7.74	1.57	6113	12	lasso	0.11	1.4e-14	-1.46	0.1454	0	0.675	0.325
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000276945.wgt.RDat	ENSG00000276945	5	61145846	61146376	0.180326	rs1862587	4.55	rs2962965	0.1508	-8.75	-0.477	3338	1	top1	0.15	1.2e-19	0.477	0.633	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000253908.wgt.RDat	ENSG00000253908	5	180257680	180258366	0.037621	rs2545112	9.41	rs6888230	0.209	10.32	-0.828	6187	1	top1	0.21	2.2e-27	-0.828	0.407	0	0.99831762295082	0.00168237704918039
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000279584.wgt.RDat	ENSG00000279584	5	131797415	131797929	0.140676	rs60168940	-9.65	rs736046	0.09978	8.24	-1.91	2896	2896	blup	0.11	4e-14	-0.785	0.4324	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000228716.wgt.RDat	ENSG00000228716	5	80626228	80654983	0.263464	rs192200951	3.51	rs34871604	0.2601	10.93	0.312	4825	1	top1	0.26	1.1e-34	0.312	0.7551	1	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000276545.wgt.RDat	ENSG00000276545	5	141439853	141442449	0.504431	rs10038325	-4.71	rs57599368	0.44727	-14.9	-0.295	4364	3	lasso	0.5	1.9e-77	1.7524	0.0797	0	0.514195161290323	0.485804838709677
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000230847.wgt.RDat	ENSG00000230847	5	71074225	71093193	0.23687	rs1692357	-10.14	rs7447146	0.37229	-13.89	0.972	1797	29	enet	0.39	3.3e-55	-1.887	0.0591	0	0.4210875	0.5789125
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000253485.wgt.RDat	ENSG00000253485	5	141364232	141512979	0.29805	rs10066930	-5.67	rs111505968	0.298351	-12.27	2.1827	4232	1	top1	0.3	1.9e-40	-2.183	0.02906	1	0.26964976744186	0.73035023255814
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000213949.wgt.RDat	ENSG00000213949	5	52787896	52959210	0.133748	rs78278653	-4.25	rs16879264	0.0481	-5.81	-0.297	4052	1	top1	0.048	4.4e-07	0.297	0.7662	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000169862.wgt.RDat	ENSG00000169862	5	10971840	11904043	0.012283	rs34749296	-8.13	rs56099426	0.0298	-5.17	-1.36	2666	1	top1	0.03	6.2e-05	1.36	0.175	0	0.724826989619377	0.275173010380623
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000172568.wgt.RDat	ENSG00000172568	5	157341600	157345721	0.205667	rs17608675	-4.09	rs62380731	0.1528	-9.27	-1.2	3171	6	lasso	0.16	2.5e-21	1.173	0.2409	0	0.821871794871795	0.178128205128205
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000279799.wgt.RDat	ENSG00000279799	5	134905235	134905691	0.029062	rs2881155	14	rs6865260	0.0581	5.58	1.33272	3884	1	top1	0.058	2.9e-08	1.33272	0.1826	0	0.738419594594595	0.261580405405405
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000248663.wgt.RDat	ENSG00000248663	5	117415509	117546298	0.073243	rs57189843	-9.13	rs72812712	0.07452	6.35	4.316	4798	1	top1	0.075	3.2e-10	4.316	1.59e-05	1	0.000312004918032787	0.999687995081967
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000120318.wgt.RDat	ENSG00000120318	5	141653401	141682221	0.221302	rs6879760	-5.09	rs801171	0.20828	-10.42	-0.9953	4818	1	top1	0.21	2.6e-27	0.9953	0.32	0	0.909889386792453	0.0901106132075472
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000146066.wgt.RDat	ENSG00000146066	5	176388747	176389771	0.178136	rs77060016	3.6	rs7724682	0.0897	6.85	-0.491	4240	1	top1	0.09	4.9e-12	-0.491	0.624	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000198237.wgt.RDat	ENSG00000198237	5	69875271	69920867	0.312017	rs435395	3.41	rs10940184	0.2813	-7.82	1.595	1257	2	lasso	0.34	9.7e-47	-0.134	0.894	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000283559.wgt.RDat	ENSG00000283559	5	176143450	176156989	0.200543	rs3762966	-4.49	rs2381993	0.1738	-9.57	-0.28	4673	1	top1	0.17	1.2e-22	0.28	0.779	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000164332.wgt.RDat	ENSG00000164332	5	159263081	159286040	0.041156	rs4388245	7.93	rs2964331	0.0442	-5.33	-1.723	3860	1	top1	0.044	1.3e-06	1.723	0.0849	0	0.52384175257732	0.47615824742268
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000186493.wgt.RDat	ENSG00000186493	5	2752131	2755397	0.108916	rs146543075	-4.02	rs10474730	0.0739	6.24	-0.841	4999	5	lasso	0.081	5.3e-11	0.601	0.548	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113555.wgt.RDat	ENSG00000113555	5	141943585	141969741	0.207568	rs32936	-5.71	rs3776103	0.0859	-7.31	-3.749	4885	39	enet	0.13	2.5e-17	5.843	5.12e-09	1	1.75104e-07	0.999999824896
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164403.wgt.RDat	ENSG00000164403	5	132822141	132830898	0.031001	rs13164788	3.27	rs80339197	0.0029	-3.24	0.48	3880	1	top1	0.0029	0.12	-0.47997	0.631	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000112964.wgt.RDat	ENSG00000112964	5	42423777	42721878	0.182343	rs56257144	7.28	rs4559040	0.15	-8.88	-0.838	3472	1	top1	0.15	1.7e-19	0.838	0.402	0	0.992152577319588	0.00784742268041239
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000249476.wgt.RDat	ENSG00000249476	5	109237120	109326369	0.338675	rs148263840	-7.42	rs13175097	0.30678	12.39	-0.9102	4248	1	top1	0.31	9.3e-42	-0.9102	0.363	0	0.966409090909091	0.0335909090909091
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113119.wgt.RDat	ENSG00000113119	5	140639427	140645408	0.590091	rs80096889	3.48	rs58086316	0.32798	-12.86	-1.6676	3150	7	lasso	0.45	9.9e-67	2.0707	0.0384	0	0.33003	0.66997
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000249437.wgt.RDat	ENSG00000249437	5	70968483	71025114	0.248111	rs74349913	-5.94	rs2059195	0.45002	-15.13	2.427	1533	1	top1	0.45	7.2e-67	-2.427	0.0152	0	0.16245	0.83755
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113580.wgt.RDat	ENSG00000113580	5	143277931	143435512	0.124218	rs4912643	3.3	rs10040099	0.143	-8.84	1.092	3549	2	lasso	0.17	6.8e-22	-1.44	0.151	0	0.676371747211896	0.323628252788104
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000243232.wgt.RDat	ENSG00000243232	5	140966235	141012344	0.086783	rs11959453	-9.79	rs2436387	0.06672	-6.55	-0.7128	3597	1	top1	0.067	2.8e-09	0.7128	0.476	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000028310.wgt.RDat	ENSG00000028310	5	850291	892824	0.054069	rs6347	3.58	rs35750574	0.0172	5.03	1.0017	5892	2	lasso	0.024	0.00028	0.676	0.499	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000187372.wgt.RDat	ENSG00000187372	5	141213919	141218979	0.529402	rs140138948	-3.55	rs6580499	0.441213	-14.92	0.0976	4046	1	top1	0.44	3.8e-65	-0.0976	0.9222	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113073.wgt.RDat	ENSG00000113073	5	140360202	140375143	0.21924	rs61739446	-4.5	rs71579517	0.12588	-8.99	-0.503	2986	4	lasso	0.17	2.2e-22	0.375	0.7076	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000175426.wgt.RDat	ENSG00000175426	5	96390415	96434143	0.329196	rs6556874	4.63	rs6556877	0.3331	-12.94	1.521	4232	1	top1	0.33	5.8e-46	-1.52139	0.128	0	0.646481012658228	0.353518987341772
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000249140.wgt.RDat	ENSG00000249140	5	179572156	179572741	0.102605	rs2036688	-4.21	rs6865775	0.10441	-7.34	-1.359	6657	1	top1	0.1	7.8e-14	1.359	0.174	0	0.7231875	0.2768125
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000175309.wgt.RDat	ENSG00000175309	5	178208497	178232791	0.034258	rs11750433	4.66	rs113638576	0.2116	10.72	0.225	5793	1	lasso	0.23	8.2e-31	0.22496	0.822	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000254893.wgt.RDat	ENSG00000254893	5	76170093	76174331	0.258108	rs77888055	-3.7	rs2052515	0.0965	-8.29	-0.175	4933	5	lasso	0.18	1e-23	-1.452	0.1465	0	0.675	0.325
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000151422.wgt.RDat	ENSG00000151422	5	108747822	109196841	0.321645	rs6888455	7.38	rs6888455	0.1803	9.8	7.38	3748	6	lasso	0.23	3.4e-30	8.51	1.74e-17	1	1.3017375e-15	0.999999999999999
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000132840.wgt.RDat	ENSG00000132840	5	79069717	79089466	0.323171	rs690284	-17.3	rs9293729	0.3758	13.87	-0.959	4424	1	top1	0.38	3.8e-53	-0.959	0.337	0	0.929467741935484	0.0705322580645161
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000152409.wgt.RDat	ENSG00000152409	5	79236189	79327215	0.265906	rs112378833	-13.37	rs6877015	0.11832	8.04	1.466	4643	31	enet	0.2	5.1e-26	1.442	0.149	0	0.675	0.325
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000135077.wgt.RDat	ENSG00000135077	5	157085832	157142869	0.03728	rs72816551	5.35	rs7733123	0.04997	-5.58	0.53734	3282	1	top1	0.05	2.6e-07	-0.53734	0.591	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000177453.wgt.RDat	ENSG00000177453	5	43192071	43280850	0.14768	rs12518051	9.82	rs13184258	0.14339	9.44	2.812	3535	5	lasso	0.16	5.5e-21	2.764	0.00571	0	0.0704625773195876	0.929537422680412
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000229666.wgt.RDat	ENSG00000229666	5	67001383	67003953	0.208071	rs73768182	-4.67	rs153388	0.143	8.94	-3.32	3997	3	lasso	0.24	2.1e-31	-4.25	2.16e-05	1	0.00041701935483871	0.999582980645161
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000249238.wgt.RDat	ENSG00000249238	5	67636382	67638942	0.401145	rs112884543	10.49	rs11960033	0.2013	-10.65	-1.2131	3960	22	enet	0.33	1.6e-45	0.8257	0.409	0	0.999128571428571	0.000871428571428634
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000181104.wgt.RDat	ENSG00000181104	5	76716043	76735781	0.043628	rs2546154	7.04	rs190924620	-0.000324	4.06	-1.648	5332	1	lasso	0.022	0.00047	-1.648	0.0993	0	0.560670283018868	0.439329716981132
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000215630.wgt.RDat	ENSG00000215630	5	71197646	71208130	0.260942	rs3112405	-6.69	rs12187886	0.38129	-14.08	0.3556	2029	38	enet	0.39	9.3e-55	-0.0773	0.938	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113282.wgt.RDat	ENSG00000113282	5	157785743	157859175	0.05189	rs13190163	-3.79	rs1345618	0.02043	-4.69	-1.11	3105	18	enet	0.033	2.8e-05	1.119	0.263	0	0.846266129032258	0.153733870967742
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000112996.wgt.RDat	ENSG00000112996	5	44808925	44820428	0.0094	rs9716143	5.44	rs72764217	-0.002	-4.23	2.683	2860	2	lasso	0.035	1.6e-05	-2.683	0.0073	1	0.0882636363636364	0.911736363636364
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113328.wgt.RDat	ENSG00000113328	5	163437569	163446151	0.078914	rs4472279	4.54	rs10064484	0.0359	5.75	-1.535	1058	2	lasso	0.047	6.4e-07	-1.956	0.0505	0	0.389596815286624	0.610403184713376
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000145700.wgt.RDat	ENSG00000145700	5	75068275	75236878	0.195413	rs10059683	-12.3	rs150279714	0.0795	-7.75	-0.0517	4561	28	enet	0.13	1.4e-16	1.3442	0.179	0	0.728785714285714	0.271214285714286
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000197375.wgt.RDat	ENSG00000197375	5	132369752	132395614	0.215326	rs78765322	3.85	rs79392931	0.2248	11.4	2.225	3093	9	lasso	0.25	5.2e-33	2.561	0.0104	0	0.12084	0.87916
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000153015.wgt.RDat	ENSG00000153015	5	64768930	65018763	0.26112	rs10075374	-6.18	rs2216721	0.226	-10.9	-6	3246	1	top1	0.23	9.5e-30	6	1.98e-09	1	7.182e-08	0.99999992818
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000249721.wgt.RDat	ENSG00000249721	5	67692812	67693200	0.244592	rs115936376	-4.9	rs7725568	0.1925	9.91	0.3273	3978	1	top1	0.19	3.7e-25	0.3273	0.7435	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113532.wgt.RDat	ENSG00000113532	5	100806935	100903266	0.045684	rs17167440	3.52	rs4403221	0.01315	-4.76	-1.067	2158	2158	blup	0.016	0.0028	0.147	0.883	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113263.wgt.RDat	ENSG00000113263	5	157142933	157255191	0.174041	rs13155377	6.15	rs62380741	0.12635	8.14	-1.847	3282	1	top1	0.13	1.5e-16	-1.847	0.0648	0	0.4536	0.5464
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000039319.wgt.RDat	ENSG00000039319	5	80408013	80479350	0.621929	rs7717621	-7.65	rs4704564	0.52584	16.21	-1.412	4913	10	lasso	0.59	6.4e-100	-1.149	0.251	0	0.831617403314917	0.168382596685083
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000182132.wgt.RDat	ENSG00000182132	5	170353487	170736632	0.030468	rs7732170	-9.69	rs78701536	0.0672	-5.43	0.481	4397	1	top1	0.067	2.4e-09	-0.481	0.63	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000165810.wgt.RDat	ENSG00000165810	5	181040225	181061523	0.55088	rs4340879	8.85	rs4340879	0.5234	16.18	8.846	4165	1	top1	0.52	2.2e-82	8.846	9.05e-19	1	7.78905e-17	1
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000152422.wgt.RDat	ENSG00000152422	5	83077498	83353787	0.022373	rs2269283	5.72	rs113654433	0.04764	5.35	-0.0949	3486	1	top1	0.048	5e-07	-0.0949	0.9244	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000170606.wgt.RDat	ENSG00000170606	5	133051962	133106449	0.495082	rs71587507	-16.43	rs31400	0.5065	16.09	0.121	4118	4	lasso	0.53	2.6e-84	0.0577	0.954	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000120733.wgt.RDat	ENSG00000120733	5	138352596	138437028	0.472583	rs7701116	5.46	rs4976449	0.38278	-14.32	-0.0374	3040	7	lasso	0.39	1.8e-55	0.109	0.9133	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000031003.wgt.RDat	ENSG00000031003	5	137937960	138051961	0.200604	rs113469663	-10.1	rs1836299	0.1289	8.45	1.3096	3418	1	top1	0.13	7e-17	1.3096	0.1903	0	0.75352131147541	0.24647868852459
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000281881.wgt.RDat	ENSG00000281881	5	142317620	142318322	0.074026	rs250108	-3.53	rs1423148	0.0553	-5.52	0.297	4905	1	top1	0.055	6.1e-08	-0.297	0.766	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000120137.wgt.RDat	ENSG00000120137	5	168548495	168579600	0.198109	rs72827669	-4.14	rs279413	0.17839	9.52	-0.1993	4311	11	enet	0.18	7.7e-24	0.0139	0.989	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000145730.wgt.RDat	ENSG00000145730	5	102753981	103031105	0.013635	rs11952329	-5.27	rs2895784	0.00605	-3.75	0.00923	2776	1	top1	0.0061	0.045	-0.00923	0.993	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000039139.wgt.RDat	ENSG00000039139	5	13690331	13944543	0.124785	rs835135	-5.36	rs17239989	0.143	9.13	-1.28	3219	5	enet	0.15	9.7e-20	-1.45	0.148	0	0.675	0.325
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000213830.wgt.RDat	ENSG00000213830	5	69313371	69313872	0.096312	rs350117	3.56	rs80179159	0.0411	5.71	2.119	2347	4	lasso	0.096	8.9e-13	1.618	0.1058	0	0.587416666666667	0.412583333333333
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000064692.wgt.RDat	ENSG00000064692	5	122311354	122464219	0.085892	rs74505572	-3.96	rs12654223	0.0812	-6.96	-0.693	4276	2	lasso	0.084	2.4e-11	0.591	0.554	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000254192.wgt.RDat	ENSG00000254192	5	168654513	168667761	0.205177	rs255827	-8.45	rs2018599	0.1971	-10.23	0.533	4371	11	enet	0.2	6.9e-26	-0.618	0.536	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000244061.wgt.RDat	ENSG00000244061	5	72381794	72382393	0.073474	5:71830182:G:T	3.67	rs7444322	0.0252	-4.39	2.283	4044	1	top1	0.025	0.00022	-2.283	0.0224	1	0.225317647058824	0.774682352941176
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000250848.wgt.RDat	ENSG00000250848	5	288833	290321	0.13111	rs13167280	-13.58	rs7701057	0.1038	-7.71	1.9613	3711	1	top1	0.1	9.4e-14	-1.9613	0.04985	0	0.387470454545455	0.612529545454545
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000249109.wgt.RDat	ENSG00000249109	5	177782197	177794396	0.342885	rs4976665	5.3	rs353495	0.1949	10.17	5.056	4963	11	lasso	0.21	3.4e-27	5.439	5.36e-08	1	1.60398e-06	0.99999839602
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000271862.wgt.RDat	ENSG00000271862	5	83049376	83050964	0.16237	rs3852186	-4.42	rs72776861	0.09758	-7.62	-0.698	3476	4	lasso	0.099	3.9e-13	0.72	0.4716	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000176087.wgt.RDat	ENSG00000176087	5	140564456	140569103	0.123415	rs2230361	3.57	rs10040658	0.0615	6.91	-2.182	3153	4	lasso	0.1	1.6e-13	-2.56	0.0105	1	0.12084	0.87916
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000248734.wgt.RDat	ENSG00000248734	5	96784777	96785999	0.126324	rs17087767	-4.78	rs67807434	0.1115	-7.93	3.747	4566	1	top1	0.11	1e-14	-3.747	0.000179	1	0.00315092647058824	0.996849073529412
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000120705.wgt.RDat	ENSG00000120705	5	138506095	138543300	0.359097	rs2099067	-5.01	rs2189082	0.17621	9.61	-0.8483	2767	9	lasso	0.28	6.1e-37	-0.241	0.81	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000249593.wgt.RDat	ENSG00000249593	5	139012647	139051203	0.169085	rs113845783	3.35	rs217256	0.17356	9.68	-0.1226	2786	1	top1	0.17	1.2e-22	-0.123	0.9024	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000249352.wgt.RDat	ENSG00000249352	5	68970692	69030165	0.427857	rs1168408	-12.5	rs58706948	0.2631	11.83	-0.131	3102	14	lasso	0.39	3e-55	-0.383	0.702	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113312.wgt.RDat	ENSG00000113312	5	160009113	160065543	0.090903	rs6864135	-5.59	rs4244439	0.245	11.1	0.457	3833	3	lasso	0.25	8.7e-33	0.469	0.639	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000123643.wgt.RDat	ENSG00000123643	5	151437046	151492381	0.100555	rs12653101	4.54	rs10463299	0.0926	8.24	-0.903	5003	7	enet	0.13	5.5e-17	-0.801	0.423	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000272417.wgt.RDat	ENSG00000272417	5	10203600	10204040	0.208826	rs3777307	4.32	rs57560877	0.1424	8.54	3.605	4156	1	top1	0.14	1.4e-18	3.605	0.000313	1	0.00506298648648649	0.994937013513513
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000253955.wgt.RDat	ENSG00000253955	5	173579643	173585068	0.102304	rs10072402	3.29	rs7735018	0.0392	-5.06	0.8525	5768	1	top1	0.039	4.9e-06	-0.8525	0.394	0	0.98702625	0.0129737500000001
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000169302.wgt.RDat	ENSG00000169302	5	147234963	147387852	0.283884	rs111568298	3.2	rs111568298	0.21939	10.9	3.195	4204	18	enet	0.25	8.1e-33	2.65	0.00804	1	0.0962388	0.9037612
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000170549.wgt.RDat	ENSG00000170549	5	3596054	3601403	0.225995	rs293083	6.79	rs34272770	0.145	-8.71	-0.0122	2612	1	top1	0.15	5.9e-19	0.0122	0.9903	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000279923.wgt.RDat	ENSG00000279923	5	31558573	31559875	0.100959	rs34256802	3.84	rs2118178	0.0637	7.25	1.936	3899	1	lasso	0.072	6.8e-10	1.936	0.0529	0	0.397254375	0.602745625
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000168916.wgt.RDat	ENSG00000168916	5	124636913	124748807	0.109237	rs329190	-11.27	rs257020	0.0466	-5.48	1.022	2627	1	top1	0.047	6.5e-07	-1.022	0.3067	0	0.897021897810219	0.102978102189781
