gene_id	coloc	SMR.b	SMR.se	SMR.p	fastenloc	ecaviar	TWAS.Z	TWAS.P	PrediXcan.Z	PrediXcan.P	SMR.z	IS_POSITIVE	smrqvalue	twasqvalue	predixcanqvalue
ENSG00000164904	0.0425	0.0571298	0.0879871	0.5161	0.05659	0.0015	0.0	1.0	0.0913175852179696	0.9272	0.6492974538313	0	0.21518564104330695	0.0	0.0
ENSG00000086189	0.0488	0.153331	0.199738	0.4427	0.06602	0.0014	0.466	0.641	0.493079124752397	0.622	0.767660635432416	0	0.253628671886282	0.0	0.0
ENSG00000176018	0.0265	-0.23182	0.325248	0.476	0.0004788	0.0016	0.0	1.0	0.0	1.0	-0.712748425816608	0	0.22979351342410004	0.0	0.0
ENSG00000250329	0.0527	-0.0455314	0.381017	0.9049	0.0002908	0.0014	0.0	1.0	0.0	1.0	-0.119499654871042	0	0.10600685483074301	0.0	0.0
ENSG00000131504	0.0042	0.192844	0.333968	0.5636	0.004979	0.0016	0.0	1.0	0.0	1.0	0.577432568389786	0	0.19028055449457204	0.0	0.0
ENSG00000152684	0.1341	-0.175309	0.138745	0.2064	0.022	0.0024	-1.378	0.168	-1.39416432380676	0.1633	-1.2635338210386	0	0.410387329156785	0.288543661971831	0.12345246636771301
ENSG00000228672	0.9967	0.635616	0.104038	9.996e-10	0.9912	0.1938	7.1544	8.4e-13	7.15451711637327	8.397e-13	6.10946000499817	1	0.999999950667303	0.999999999958105	0.9999999999597952
ENSG00000070808	0.0072	0.412047	0.246097	0.09407	0.06343	0.0016	0.0	1.0	0.0	1.0	1.67432760253071	0	0.5516980375840159	0.0	0.0
ENSG00000243304	0.0428	0.0941451	0.147722	0.5239	0.07343	0.0016	0.64	0.522	0.639997839927673	0.5222	0.637312654851681	0	0.20886463050445503	0.0	0.0
ENSG00000113194	0.0382	-0.00423117	0.0933519	0.9638	0.01127	0.0012	-0.1635	0.8701	-0.128201400604227	0.898	-0.0453249478585867	0	0.09554938998476004	0.0	0.0
ENSG00000247679	0.0701	-0.102215	0.0890819	0.2512	0.1698	0.0019	-1.527	0.127	-1.46630769727215	0.1426	-1.14742725514386	0	0.36828879274832105	0.353518987341772	0.15498910891089102
ENSG00000176055	0.0424	-0.266375	0.2187	0.2232	0.009891	0.001	0.0	1.0	0.0	1.0	-1.21799268404207	0	0.394149470295187	0.0	0.0
ENSG00000170445	0.5896	0.361019	0.119758	0.002573	0.652	0.0141	3.198	0.00139	3.19195985794067	0.001413	3.01457105162077	1	0.9646374163393112	0.9801925	0.9758377
ENSG00000197822	0.0751	0.1138	0.189636	0.5484	0.07278	0.0147	-1.105	0.269	0.0	1.0	0.600097027990466	0	0.19788671385748002	0.145907161803714	0.0
ENSG00000250337	0.0755	-0.181322	0.131076	0.1666	0.05099	0.0018	-1.4	0.16	-1.40455722808838	0.1602	-1.38333485916567	0	0.44070283304718505	0.30174999999999996	0.12345246636771301
ENSG00000204965	0.0861	-0.262915	0.193046	0.1732	0.3174	0.0023	-2.4287	0.0152	-2.22991264503661	0.02575	-1.36192928110399	0	0.43573221408223395	0.83755	0.70645
ENSG00000251664	0.1945	0.243981	0.119417	0.04104	0.1144	0.0035	2.0988	0.03584	2.10148635497796	0.0356	2.04310106601238	0	0.71436327383644	0.682218666666667	0.619525
ENSG00000272049	0.9625	0.544719	0.14597	0.0001902	0.9312	0.0402	3.57	0.000356	0.0	1.0	3.73171884633829	1	0.9964394768647307	0.99431824	0.0
ENSG00000164292	0.0781	0.0664264	0.144864	0.6466	0.0	0.0014	0.46	0.6459	0.459502995014191	0.6459	0.45854318533245	0	0.17308798352873	0.0	0.0
ENSG00000127184	0.0606	0.0928499	0.0861601	0.2812	0.07779	0.0016	1.047	0.2949	0.957665962270203	0.3382	1.07764382817569	0	0.36033470460899597	0.11721250000000005	0.0
ENSG00000112852	0.0509	-0.169504	0.175488	0.3341	0.04765	0.0015	-0.97922	0.3275	0.0	1.0	-0.965900802334063	0	0.32824020319136404	0.08471255813953504	0.0
ENSG00000164185	0.0606	-0.147036	0.161806	0.3635	0.0001392	0.0015	-0.918	0.359	-0.864786446094513	0.3872	-0.908717847298617	0	0.314052519664783	0.03433033707865196	0.0
ENSG00000172058	0.0111	-0.191047	0.26687	0.4741	0.004409	0.0273	0.1454	0.884	0.0	1.0	-0.715880391201709	0	0.230087234090952	0.0	0.0
ENSG00000145569	0.0919	-0.111784	0.0721048	0.1211	0.1282	0.002	-1.733	0.083	-1.65701760352297	0.09752	-1.55029900921991	0	0.49732093044136705	0.47709999999999997	0.271688695652174
ENSG00000145604	0.0485	-0.0763023	0.0881497	0.3867	0.09168	0.0016	-0.868	0.386	-0.870506681430443	0.384	-0.865599088822764	0	0.29206669395666895	0.015575052854122973	0.0
ENSG00000156475	0.0672	0.0712315	0.0775197	0.3582	0.03294	0.0022	1.039	0.299	1.08202807303061	0.2792	0.918882555015048	0	0.318884495727598	0.11569777777777801	0.0
ENSG00000251556	0.9158	0.552031	0.124431	9.145e-06	0.6931	0.0124	7.1	1.26e-12	6.33923964585209	2.309e-10	4.43644268711173	1	0.9997887400635191	0.9999999999419915	0.9999999913628969
ENSG00000168944	0.0399	-0.0210535	0.0945356	0.8238	0.05826	0.0013	0.0477	0.962	-0.0844470694371817	0.9327	-0.222704462657454	0	0.127371857031515	0.0	0.0
ENSG00000253404	0.0497	-0.0644543	0.0877932	0.4629	0.07242	0.0013	-0.71065	0.4773	-0.641316371418073	0.5213	-0.734160504458204	0	0.23964393527684802	0.0	0.0
ENSG00000224993	0.0438	-0.218516	0.147379	0.1382	0.03774	0.0013	-0.8658	0.387	-0.551010263600586	0.5816	-1.48268070756349	0	0.47534561993880997	0.015575052854122973	0.0
ENSG00000244363	0.0895	0.166674	0.112054	0.1369	0.05235	0.0018	1.51	0.132	1.5062929391861	0.132	1.48744355400075	0	0.47534561993880997	0.344381742738589	0.160859585492228
ENSG00000175416	0.9978	-0.715662	0.104538	7.599e-12	0.9862	0.3257	-9.664	4.29e-22	-9.24615976959174	2.3270000000000003e-20	-6.84595075474947	1	0.999999999541631	1.0	1.0
ENSG00000145723	0.0953	0.00721334	0.230185	0.975	0.009217	0.0022	0.0313	0.975	0.0	1.0	0.0313371418641527	0	0.09483410428870698	0.0	0.0
ENSG00000177932	0.0413	-0.0869858	0.199598	0.663	0.02292	0.0016	0.0	1.0	0.0	1.0	-0.435804967985651	0	0.17158245454196996	0.0	0.0
ENSG00000113302	0.1496	0.475297	0.245389	0.05276	0.1953	0.0032	0.0	1.0	0.0	1.0	1.93691241253683	1	0.672660789070907	0.0	0.0
ENSG00000134352	0.0546	-0.14439	0.13563	0.2871	0.03723	0.0015	-1.08	0.282	-1.0750105381012	0.2824	-1.06458748064587	0	0.35728627738056995	0.13163650385604098	0.0
ENSG00000113593	0.0484	-0.0205908	0.0668605	0.7581	0.1589	0.0015	-0.747	0.455	-0.763833577335693	0.445	-0.307966587147868	0	0.136068223201661	0.0	0.0
ENSG00000247796	0.128	-0.0606423	0.11115	0.5853	0.02387	0.0025	-0.5465	0.585	-0.546507716178894	0.5847	-0.545589743589744	0	0.18429634014066998	0.0	0.0
ENSG00000249797	0.0502	0.103719	0.13656	0.4475	0.005586	0.0015	0.799	0.424	0.828549411273484	0.4074	0.75951230228471	0	0.250193282769968	0.0	0.0
ENSG00000204969	0.0932	-0.131488	0.0905452	0.1465	0.05395	0.0018	-1.3531	0.176	-1.3614273457494	0.1734	-1.45218078926326	0	0.4697903070385	0.273544827586207	0.09593670886076
ENSG00000164251	0.0584	-0.0415417	0.269011	0.8773	0.01725	0.0015	0.0	1.0	0.0	1.0	-0.154423796796414	0	0.11690695807391005	0.0	0.0
ENSG00000253910	0.9191	-0.484371	0.134353	0.0003119	0.5905	0.0116	-3.282	0.00103	-3.47311835494029	0.0005144	-3.60521164395287	1	0.9944484170569678	0.9847788888888889	0.9908098985074627
ENSG00000155850	0.0722	0.00795974	0.194034	0.9673	0.04338	0.0018	0.0	1.0	0.42876959516273	0.6681	0.0410223981364091	0	0.09554673407494696	0.0	0.0
ENSG00000172262	0.0544	0.0023636	0.0926261	0.9796	0.01034	0.0013	-0.0428	0.966	0.0242412294135281	0.9807	0.0255176456743834	0	0.09438894599508696	0.0	0.0
ENSG00000113161	0.0541	-0.019353	0.107844	0.8576	0.02927	0.0014	-0.1795	0.8576	-0.179484859108925	0.8576	-0.179453655279849	0	0.12273957978649996	0.0	0.0
ENSG00000027847	0.0596	0.125668	0.119716	0.2938	0.03688	0.0014	1.0574	0.2903	1.05738258361816	0.2903	1.04971766514083	0	0.35728627738056995	0.12038636363636401	0.0
ENSG00000248668	0.0623	-0.0178241	0.185673	0.9235	0.03143	0.0018	-0.163	0.871	0.0	1.0	-0.0959972640071524	0	0.10072333255799104	0.0	0.0
ENSG00000050748	0.9975	0.798759	0.0965374	1.294e-16	0.9866	0.2093	10.447	1.52e-25	10.4495643219342	1.472e-25	8.27408859157176	1	0.9999999999999825	1.0	1.0
ENSG00000151882	0.0387	0.336752	0.255602	0.1877	0.04188	0.0018	1.2077	0.2271	0.0	1.0	1.31748577867153	0	0.41938473574940305	0.19095625000000005	0.0
ENSG00000164402	0.0753	0.16484	0.148685	0.2676	0.07475	0.0019	1.123	0.2615	1.12292587757111	0.2615	1.10865252042909	0	0.36526983666702795	0.15500188679245297	0.0
ENSG00000223361	0.0501	0.00850757	0.155393	0.9563	0.06504	0.0021	-0.163	0.87	0.0547507964074611	0.9563	0.0547487338554504	0	0.096615371772525	0.0	0.0
ENSG00000250415	0.075	-0.250073	0.306375	0.4144	0.0	0.0017	0.0	1.0	0.0	1.0	-0.816231742146063	0	0.27294849316840897	0.0	0.0
ENSG00000170234	0.1107	0.162888	0.0989596	0.09976	0.1171	0.0021	1.47	0.143	1.66540086269379	0.09583	1.64600503639869	0	0.54187610233594	0.32499999999999996	0.278562830188679
ENSG00000271828	0.312	-0.174458	0.151362	0.2491	0.1858	0.004	-1.1692	0.242	-1.16923236846924	0.2423	-1.15258783578441	0	0.36828879274832105	0.1770625	0.0
ENSG00000230612	0.0502	-0.0587366	0.102155	0.5653	0.05394	0.0012	-0.383	0.7017	-0.545512115574996	0.5854	-0.574975282658705	1	0.19026842841913005	0.0	0.0
ENSG00000145495	0.0114	0.277757	0.268579	0.3011	0.02518	0.0014	0.692	0.489	0.0	1.0	1.03417244088332	0	0.35449715252150804	0.0	0.0
ENSG00000040275	0.0419	-0.0451338	0.0764558	0.555	0.03456	0.0013	-0.705	0.481	-0.646710151106582	0.5178	-0.590325390617847	0	0.19331557055900705	0.0	0.0
ENSG00000164241	0.18	-0.518203	0.236529	0.02846	0.1787	0.0034	-2.05	0.0404	0.0	1.0	-2.19086454515091	1	0.769398891625221	0.6570297872340429	0.0
ENSG00000083720	0.0499	-0.524985	0.393172	0.1818	0.0005059	0.0013	-1.51	0.132	0.0	1.0	-1.33525530810943	0	0.42451891751917503	0.344381742738589	0.0
ENSG00000164180	0.5818	-0.201234	0.0694479	0.00376	0.3859	0.0085	-2.943	0.00325	-2.94268345832825	0.003254	-2.89762541415939	0	0.9495995842362472	0.9577146739130435	0.9487495
ENSG00000129596	0.0383	0.0877863	0.244853	0.7199	0.01766	0.0017	0.0	1.0	0.0	1.0	0.358526544498127	0	0.14854679345293398	0.0	0.0
ENSG00000074276	0.8892	0.911381	0.179298	3.714e-07	0.9988	0.3751	7.056	1.72e-12	7.88952570621499	3.033e-15	5.08305167932715	1	0.9999873984718451	0.9999999999237467	0.9999999999998271
ENSG00000158985	0.0459	-0.0736963	0.0799648	0.3567	0.01048	0.0008	-0.7836	0.4333	-0.870491347328659	0.384	-0.921609258073552	0	0.318884495727598	0.0	0.0
ENSG00000171530	0.1554	0.129728	0.111489	0.2446	0.03667	0.0027	1.17	0.241	1.1725332736969	0.241	1.16359461471535	0	0.37128477604741905	0.17812820512820504	0.0
ENSG00000279737	0.1546	0.124991	0.122605	0.308	0.06628	0.0027	0.996	0.3191	1.02388487786995	0.3059	1.01946087027446	1	0.35191449546733	0.09011061320754699	0.0
ENSG00000145781	0.0436	0.337258	0.310091	0.2768	0.0	0.0016	0.0	1.0	0.0	1.0	1.08760976616542	0	0.36033470460899597	0.0	0.0
ENSG00000113638	0.0415	-0.0773302	0.15975	0.6283	0.04961	0.0015	-0.2163	0.829	-0.216297313570976	0.8288	-0.484070109546166	0	0.17578487282394595	0.0	0.0
ENSG00000178722	0.0404	-0.0330406	0.0600554	0.5822	0.09823	0.0016	-0.328	0.743	-0.33995932247064	0.7339	-0.550168677587694	0	0.18429634014066998	0.0	0.0
ENSG00000260581	0.0625	0.0601706	0.199309	0.7627	0.02991	0.0017	0.3024	0.762	0.0	1.0	0.301896050855706	0	0.13605031990378602	0.0	0.0
ENSG00000113719	0.0653	-0.191001	0.151203	0.2065	0.03814	0.0016	-1.285	0.1988	-0.710395336151123	0.4775	-1.26320906331224	0	0.410387329156785	0.237296153846154	0.0
ENSG00000123219	0.1909	0.0698677	0.254063	0.7833	0.0002526	0.0034	0.0	1.0	0.0	1.0	0.275001476011855	0	0.135581536096246	0.0	0.0
ENSG00000269961	0.0747	-0.0295822	0.103502	0.775	0.02849	0.0019	-0.166	0.868	-0.243520914102377	0.8076	-0.285812834534598	0	0.13605031990378602	0.0	0.0
ENSG00000113595	0.0559	-0.00241483	0.137188	0.986	0.03058	0.0015	-0.2068	0.836	0.0	1.0	-0.0176023413126513	0	0.09438894599508696	0.0	0.0
ENSG00000134986	0.0378	-0.0439427	0.129924	0.7352	0.0492	0.0012	-0.339	0.735	-0.338525772094727	0.735	-0.338218496967458	0	0.14450501321627196	0.0	0.0
ENSG00000215325	0.0455	0.0573191	0.0895021	0.5219	0.03267	0.0017	0.641	0.521	0.657164738291	0.5111	0.640421844850568	0	0.21063593488006205	0.0	0.0
ENSG00000145907	0.0277	0.146834	0.259555	0.5716	0.09814	0.0018	0.572	0.568	0.0	1.0	0.565714395792799	0	0.188168522053194	0.0	0.0
ENSG00000253141	0.0457	0.0764503	0.16833	0.6497	0.05817	0.0013	0.455	0.6488	0.455447971820831	0.6488	0.454169191469138	0	0.17158245454196996	0.0	0.0
ENSG00000146063	0.0492	0.0389086	0.321454	0.9037	0.007431	0.0016	0.0	1.0	0.0	1.0	0.12103940221618	0	0.106181500087842	0.0	0.0
ENSG00000113578	0.0552	0.0229344	0.140122	0.87	0.01707	0.0012	0.25	0.803	-0.0957180636164896	0.9237	0.163674512210788	0	0.11853415048062999	0.0	0.0
ENSG00000242198	0.2113	-0.082266	0.0751025	0.2733	0.132	0.0029	-1.098	0.272	-1.09837675094604	0.272	-1.09538297659865	0	0.36185705565836	0.1432	0.0
ENSG00000236714	0.0518	0.113664	0.12309	0.3558	0.07815	0.0015	0.929	0.353	0.928965449333191	0.3529	0.923421886424567	0	0.318884495727598	0.04402488687782802	0.0
ENSG00000271874	0.0348	0.00233667	0.0615999	0.9697	0.1335	0.0018	0.0	1.0	0.882885366784094	0.3773	0.0379330161250262	0	0.09554673407494696	0.0	0.0
ENSG00000244245	0.0146	-0.0190472	0.279801	0.9457	0.009252	0.0016	0.0	1.0	0.0	1.0	-0.0680740955178859	0	0.096615371772525	0.0	0.0
ENSG00000271207	0.9987	0.749403	0.145879	2.789e-07	0.9862	0.2617	7.7	1.41e-14	6.38112640380859	1.758e-10	5.13715476525065	1	0.9999902317196939	0.9999999999991963	0.9999999932118516
ENSG00000082515	0.0395	-0.304272	0.243955	0.2123	0.01634	0.0014	-1.303	0.193	0.0	1.0	-1.24724641839684	0	0.40339516621833205	0.24502941176470605	0.0
ENSG00000037241	0.084	-0.197332	0.153468	0.1985	0.1265	0.0021	-1.30955	0.19	-1.30955326557159	0.1903	-1.28581854197618	0	0.415046549789138	0.24647868852458998	0.06815219123506
ENSG00000091010	0.0568	0.0315333	0.4217	0.9404	0.0001094	0.0016	0.0	1.0	0.0	1.0	0.0747766184491345	0	0.096615371772525	0.0	0.0
ENSG00000273841	0.067	0.0906072	0.123283	0.4624	0.03709	0.0081	0.8269	0.408	0.83806620061393	0.402	0.734952913215934	0	0.23964393527684802	0.001276073619632001	0.0
ENSG00000197603	0.6238	0.00333786	0.123966	0.9785	0.008685	0.0107	0.0269	0.9785	-0.0674141222826429	0.9463	0.0269256086346256	0	0.09438894599508696	0.0	0.0
ENSG00000248927	0.1767	-0.634023	0.329698	0.05447	0.1328	0.0017	0.0	1.0	0.0	1.0	-1.92304169270059	0	0.6683678862273961	0.0	0.0
ENSG00000131730	0.1293	0.174157	0.154019	0.2582	0.07959	0.0016	0.768	0.442	1.17587460602361	0.2396	1.13075010226011	0	0.36635905696774196	0.0	0.0
ENSG00000253520	0.0208	-0.273242	0.259787	0.2929	0.009971	0.0017	0.0	1.0	0.0	1.0	-1.05179242995223	0	0.35728627738056995	0.0	0.0
ENSG00000120738	0.8572	-0.55222	0.173396	0.001449	0.0	0.012	-3.625	0.000289	-3.62498617172241	0.000289	-3.1847332118388	0	0.9778414504128862	0.995195375	0.994594796875
ENSG00000259663	0.7525	0.351955	0.111232	0.001555	0.5758	0.0058	3.31	0.000945	3.43204784195042	0.000599	3.16415240218642	1	0.9765507374131077	0.9858604375	0.9894558382352941
ENSG00000081189	0.0501	0.01731	0.0939776	0.8539	0.03005	0.0011	0.441	0.659	0.113684480235644	0.9095	0.184192828929447	0	0.12287130460703999	0.0	0.0
ENSG00000240184	0.0586	-0.0583528	0.167029	0.7268	0.02507	0.0013	0.0	1.0	0.0	1.0	-0.349357297235809	0	0.14689108788247895	0.0	0.0
ENSG00000245812	0.037	0.0154967	0.0683983	0.8208	0.1386	0.0015	0.00774	0.9938	0.130823824138307	0.8959	0.22656557253616	0	0.127371857031515	0.0	0.0
ENSG00000039123	0.617	-0.225034	0.0737419	0.002276	0.4381	0.0063	-3.03	0.002445	-3.04288136137722	0.002343	-3.05164363814873	1	0.9675944298972337	0.9664023863636364	0.9615812191780821
ENSG00000113712	0.0418	-0.0514923	0.119688	0.667	0.04473	0.0012	-0.431	0.6666	-0.430751591920853	0.6666	-0.430221074794466	0	0.17044939726418096	0.0	0.0
ENSG00000243056	0.0448	0.0567579	0.197113	0.7734	0.05917	0.0013	-0.291	0.7709	0.0	1.0	0.28794600051747	0	0.13605031990378602	0.0	0.0
ENSG00000037474	0.7213	0.551869	0.192648	0.004175	0.6972	0.0121	3.262	0.0011	0.0	1.0	2.8646495162161	1	0.94471925077547	0.9839426829268293	0.0
ENSG00000188242	0.273	-0.227022	0.0909647	0.01257	0.002425	0.0013	-2.34	0.01928	-2.4351746657246	0.01488	-2.49571537090762	0	0.871246007330941	0.795768495575221	0.802096
ENSG00000272123	0.0642	0.0990847	0.260948	0.7042	0.03261	0.0016	0.318	0.7504	0.0	1.0	0.379710517037877	0	0.15629640167088998	0.0	0.0
ENSG00000224032	0.0525	0.0539789	0.187939	0.7739	0.04206	0.0016	0.272	0.7858	0.0	1.0	0.287215000611901	0	0.13605031990378602	0.0	0.0
ENSG00000113163	0.0857	-0.131733	0.101528	0.1945	0.0	0.0019	-1.308	0.191	-1.32700525154142	0.1845	-1.29750413678985	0	0.415046549789138	0.24647868852458998	0.07716763485477196
ENSG00000164406	0.0552	0.0543367	0.0697315	0.4358	0.07719	0.0014	0.8562	0.3919	0.799004137516022	0.4243	0.779227465349232	0	0.258351982434586	0.012973750000000006	0.0
ENSG00000152503	0.0455	0.012224	0.0765055	0.8731	0.02557	0.0014	-0.361	0.718	-0.250977400288525	0.8018	0.159779362268072	0	0.11808980310737904	0.0	0.0
ENSG00000249295	0.2177	-0.0247456	0.0904252	0.7843	0.0008434	0.0193	-0.565	0.5724	-0.454411538189656	0.6495	-0.273658228016084	0	0.135581536096246	0.0	0.0
ENSG00000233937	0.1274	0.137638	0.0769767	0.07377	0.3098	0.0024	0.0	1.0	1.99338470470118	0.04622	1.78804755205147	0	0.6073723243347731	0.0	0.554925
ENSG00000251141	0.0666	0.0610431	0.218377	0.7798	0.02159	0.0015	0.28	0.7794	0.0	1.0	0.279530811394973	0	0.13605031990378602	0.0	0.0
ENSG00000118322	0.1236	0.218443	0.139066	0.1162	0.1501	0.0024	1.606	0.108	1.60589039325714	0.1083	1.5707865330131	0	0.507169637994937	0.40969863013698604	0.24352383720930204
ENSG00000152380	0.0458	0.207919	0.202213	0.3038	0.03589	0.0015	0.0	1.0	0.0	1.0	1.02821777037085	0	0.35449715252150804	0.0	0.0
ENSG00000224431	0.0569	0.146903	0.174758	0.4006	0.1025	0.0016	0.91	0.363	0.849333047866821	0.3957	0.840608155277584	0	0.284607024189824	0.033590909090909005	0.0
ENSG00000134061	0.0433	0.0096781	0.125542	0.9386	0.02461	0.0013	-0.213	0.831	-0.213474348187447	0.831	0.0770905354383394	0	0.096615371772525	0.0	0.0
ENSG00000279204	0.0388	0.533518	0.31936	0.0948	0.002988	0.0016	1.89157	0.0585	0.0	1.0	1.67058491983968	0	0.5505264417835349	0.5789124999999999	0.0
ENSG00000070193	0.0553	0.0441965	0.218656	0.8398	0.02854	0.0013	-0.856	0.392	0.0	1.0	0.202128000146349	0	0.124227999025592	0.012973750000000006	0.0
ENSG00000250101	0.0662	0.26991	0.168249	0.1087	0.09199	0.0018	0.631	0.528	0.575745005216675	0.5648	1.60422944564306	0	0.521918156407059	0.0	0.0
ENSG00000122203	0.0618	0.0945407	0.0824996	0.2518	0.09849	0.0016	1.15	0.25	1.15026676654816	0.25	1.14595343492574	0	0.36828879274832105	0.16838259668508304	0.0
ENSG00000081791	0.5098	-0.448805	0.176405	0.01095	0.4827	0.0067	0.0	1.0	0.0	1.0	-2.54417391797285	1	0.881534603120284	0.0	0.0
ENSG00000251513	0.0734	0.0802222	0.0615635	0.1925	0.04433	0.0023	1.306	0.192	1.29897515833436	0.194	1.30308055909752	0	0.415046549789138	0.24647868852458998	0.06815219123506
ENSG00000132846	0.585	0.6905	0.251502	0.006042	0.5969	0.0074	3.33	0.000869	0.0	1.0	2.74550500592441	1	0.9262907474431863	0.986833	0.0
ENSG00000112936	0.1798	0.226494	0.112646	0.04436	0.03103	0.002	0.991	0.322	0.0022409276571124	0.9982	2.01067059638158	0	0.699765515901308	0.09011061320754699	0.0
ENSG00000164187	0.0761	-0.108404	0.162307	0.5042	0.03364	0.002	-0.672	0.502	0.0	1.0	-0.667894791968307	1	0.22021755684544597	0.0	0.0
ENSG00000113273	0.063	-0.0996487	0.0844926	0.2382	0.05346	0.0018	-0.852	0.394	-0.964839463687267	0.3346	-1.17937783900602	0	0.37953215393854	0.012973750000000006	0.0
ENSG00000254122	0.0475	0.0561704	0.0662308	0.3964	0.02213	0.0014	0.8491	0.3958	0.895235549079239	0.3707	0.848100883576825	0	0.285061890547077	0.012973750000000006	0.0
ENSG00000112981	0.069	-0.183482	0.210251	0.3828	0.0	0.0019	-0.894	0.3715	0.0	1.0	-0.872680748248522	0	0.29435230488768904	0.033590909090909005	0.0
ENSG00000113648	0.8894	-0.625286	0.20524	0.002314	0.7134	0.0201	-2.491	0.0128	0.0	1.0	-3.04660884817774	1	0.9675944298972337	0.856807476635514	0.0
ENSG00000169271	0.0973	0.159514	0.117129	0.1732	0.09401	0.0022	1.474	0.141	1.46836758934295	0.142	1.36186597682897	0	0.43573221408223395	0.32662788844621504	0.15498910891089102
ENSG00000145934	0.1145	0.181831	0.107932	0.09205	0.1432	0.0025	1.667	0.0955	1.57111247491593	0.1162	1.68468109550458	1	0.5516980375840159	0.450415865384615	0.21417288135593204
ENSG00000250159	0.0739	-0.00774774	0.147206	0.958	0.03721	0.0014	1.2	0.2302	-0.0526334047317504	0.958	-0.0526319579364972	0	0.096615371772525	0.18956058823529398	0.0
ENSG00000271737	0.0414	-0.0117278	0.0656971	0.8583	0.0	0.0013	-0.2362	0.8132	0.0833165092251072	0.9336	-0.178513206823437	0	0.12273957978649996	0.0	0.0
ENSG00000234511	0.0467	0.089347	0.106774	0.4027	0.08442	0.0013	1.344	0.179	0.839815199375156	0.401	0.836786108977841	0	0.284607024189824	0.27121428571428596	0.0
ENSG00000249249	0.0604	0.0663972	0.114559	0.5622	0.07445	0.0012	0.0	1.0	0.527289062788049	0.598	0.579589556473084	0	0.19043674405548905	0.0	0.0
ENSG00000279232	0.0394	-0.0432404	0.263683	0.8697	0.01816	0.0014	-0.268	0.7887	0.0	1.0	-0.163986301733521	0	0.11853415048062999	0.0	0.0
ENSG00000248559	0.0583	-0.161653	0.176499	0.3597	0.0	0.0009	-0.2465	0.8053	-0.341000336081285	0.7331	-0.91588620898702	0	0.318040603624381	0.0	0.0
ENSG00000145911	0.052	-0.0889088	0.107175	0.4068	0.1039	0.0014	-1.792	0.0731	-0.874324580735252	0.3819	-0.82956659668766	0	0.28297957837616405	0.505645762711864	0.0
ENSG00000214357	0.0625	0.131283	0.126944	0.3011	0.0577	0.0017	1.04	0.297	1.04249119758606	0.2972	1.03418042601462	0	0.35449715252150804	0.11569777777777801	0.0
ENSG00000279469	0.044	0.0408059	0.0854381	0.6329	0.0	0.0011	0.469	0.6392	0.468784064054489	0.6392	0.477607765153954	0	0.17578487282394595	0.0	0.0
ENSG00000251189	0.0451	-0.0769582	0.183172	0.6744	0.02418	0.001	-0.4213	0.674	0.0	1.0	-0.420141724717752	0	0.16791789419817904	0.0	0.0
ENSG00000113758	0.1912	0.192406	0.0918772	0.03625	0.2018	0.0032	0.0	1.0	1.98884673341973	0.04672	2.09416481999887	0	0.7304207578214821	0.0	0.554925
ENSG00000113369	0.0505	-0.0972478	0.179267	0.5875	0.06577	0.0017	-0.545	0.586	0.0	1.0	-0.542474632810277	0	0.18429634014066998	0.0	0.0
ENSG00000221990	0.0507	-0.0867539	0.135266	0.5213	0.002789	0.0011	-1.595	0.1107	-1.21211916976895	0.2255	-0.641357769136368	0	0.21063593488006205	0.405775	0.0
ENSG00000205302	0.0855	0.117944	0.0785978	0.1335	0.08764	0.0015	1.536	0.1246	1.51431150563975	0.1299	1.5006017980147	0	0.47534561993880997	0.35434545454545496	0.16338021390374302
ENSG00000197479	0.0693	0.163214	0.108452	0.1323	0.05129	0.0014	1.5231	0.1277	1.4447837322326	0.1485	1.50494227861174	0	0.47535116204302896	0.353518987341772	0.14727999999999997
ENSG00000248794	0.0486	-0.0444372	0.0725622	0.5403	0.03107	0.0013	-0.613	0.54	-0.612881064414978	0.54	-0.612401498300768	0	0.204026200377607	0.0	0.0
ENSG00000170271	0.0526	0.026207	0.0980734	0.7893	0.05124	0.0015	0.51599	0.606	0.267300248146057	0.7892	0.267218226348837	0	0.13348296658220904	0.0	0.0
ENSG00000056097	0.082	-0.493044	0.26199	0.05985	0.0	0.0016	0.0	1.0	0.0	1.0	-1.88191915721974	0	0.65063249891285	0.0	0.0
ENSG00000249669	0.0048	0.0130979	0.357896	0.9708	0.0007049	0.0016	0.0	1.0	0.0	1.0	0.0365969443637258	0	0.09554673407494696	0.0	0.0
ENSG00000248968	0.0623	0.057578	0.0906483	0.5253	0.04776	0.0015	0.636	0.525	0.636097311973572	0.5247	0.635180141271265	0	0.20785224200035202	0.0	0.0
ENSG00000249655	0.5624	-0.0643017	0.0924259	0.4866	0.02657	0.0063	-0.999	0.318	-0.696970880031586	0.4858	-0.695710834300775	0	0.22513802907741698	0.09011061320754699	0.0
ENSG00000113318	0.0642	-0.109075	0.127422	0.392	0.0704	0.0015	-0.8608	0.389	-0.86077493429184	0.3894	-0.856013875154997	0	0.288469449582041	0.015575052854122973	0.0
ENSG00000171992	0.1398	-0.179171	0.0981107	0.06782	0.1169	0.0026	0.0	1.0	-1.8731868714602	0.06104	-1.82621263531908	0	0.62043396034641	0.0	0.470544347826087
