gene_id	gene_name	zscore	effect_size	pvalue	var_g	pred_perf_r2	pred_perf_pval	pred_perf_qval	n_snps_used	n_snps_in_cov	n_snps_in_model	chrom	IS_POSITIVE	qvalue	PROB
ENSG00000271737	CTB-113I20.2	0.0833165092251072	0.0520316927752798	0.9336	0.0069824560030196	NA	NA	NA	4	4	5	5	0	1	0
ENSG00000234511	C5orf58	0.839815199375156	0.106257163949613	0.401	0.139092992108053	NA	NA	NA	3	3	4	5	0	1	0
ENSG00000249249	AC010226.4	0.527289062788049	0.125495291017231	0.598	0.0354796145680983	NA	NA	NA	2	2	3	5	0	1	0
ENSG00000248559	RP11-215P8.3	-0.341000336081285	-0.162990325068538	0.7331	0.0087665098935017	NA	NA	NA	3	3	3	5	0	1	0
ENSG00000145911	N4BP3	-0.874324580735252	-0.153582295463126	0.3819	0.065192099766711	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000214357	NEURL1B	1.04249119758606	0.331673790483595	0.2972	0.0198243719148958	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000279469	RP11-215P8.2	0.468784064054489	0.0660627250387887	0.6392	0.101654229817186	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000113758	DBN1	1.98884673341973	0.355633841146337	0.04672	0.062576973809679	NA	NA	NA	2	2	2	5	0	0.445075	0.554925
ENSG00000221990	EXOC3-AS1	-1.21211916976895	-0.874148422777338	0.2255	0.0038527712312456	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000205302	SNX2	1.51431150563975	0.13331996018875	0.1299	0.263434769202513	NA	NA	NA	2	2	2	5	0	0.836619786096257	0.163380213903743
ENSG00000197479	PCDHB11	1.4447837322326	0.33227992345004	0.1485	0.0379153623162947	NA	NA	NA	3	3	3	5	0	0.85272	0.14728
ENSG00000248794	CTD-2248H3.1	-0.612881064414978	-0.0502066561575886	0.54	0.299238409437212	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000170271	FAXDC2	0.267300248146057	0.0418608282550222	0.7892	0.0819376912680718	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000248968	CTD-2256P15.1	0.636097311973572	0.0735573755505195	0.5247	0.150165541752279	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000249655	CTC-325J23.2	-0.696970880031586	-0.126437162562746	0.4858	0.0610126459863986	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000113318	MSH3	-0.86077493429184	-0.344991333367212	0.3894	0.012496585362695	NA	NA	NA	1	1	3	5	0	1	0
ENSG00000171992	SYNPO	-1.8731868714602	-0.287251249478518	0.06104	0.0854533176009219	NA	NA	NA	2	2	3	5	0	0.529455652173913	0.470544347826087
ENSG00000248791	CTD-2165H16.3	-0.836067851423874	-0.0776952844858221	0.4031	0.235069981874868	NA	NA	NA	3	3	3	5	0	1	0
ENSG00000177879	AP3S1	1.36492383480072	0.672559950794228	0.1723	0.0083475658223382	NA	NA	NA	1	1	1	5	0	0.90406329113924	0.0959367088607596
ENSG00000279375	CH17-140K24.6	2.89935355136923	0.808608839063031	0.003739	0.0256407572315578	NA	NA	NA	4	4	4	5	0	0.0573792692307692	0.942620730769231
ENSG00000155324	GRAMD3	-1.15865613040201	-0.198905714941612	0.2466	0.0688725649572563	NA	NA	NA	4	4	4	5	0	1	0
ENSG00000245275	SAP30L-AS1	-0.319937109947204	-0.0374275320451273	0.749	0.148293700095594	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000177738	CTD-2201E18.3	-0.792203545570374	-0.110579496067739	0.4282	0.10738945868704	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000158402	CDC25C	0.237448427037896	0.031168603257127	0.8123	0.11599088274693	NA	NA	NA	8	8	8	5	0	1	0
ENSG00000197208	SLC22A4	1.16162204742432	0.504880733322638	0.2454	0.0150758416719531	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000112941	PAPD7	-0.645579242572141	-0.396437300638732	0.5186	0.0053655334594468	NA	NA	NA	2	2	3	5	0	1	0
ENSG00000180104	EXOC3	-4.34465627462276	-1.59862571213959	1.395e-05	0.0145622083692043	NA	NA	NA	2	2	2	5	1	0.00029818125	0.99970181875
ENSG00000164283	ESM1	-1.02021903927302	-0.229083925988062	0.3076	0.040034450078327	NA	NA	NA	4	4	7	5	1	1	0
ENSG00000152413	HOMER1	-1.92907945538078	-0.478539417071779	0.05372	0.0325324457487057	NA	NA	NA	4	4	6	5	0	0.494637230769231	0.505362769230769
ENSG00000198108	CHSY3	-0.116897851228714	-3.62970946106784	0.9069	4.58590456302893e-06	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000275506	CTD-2062A1.2	0.589163484479754	0.370134672885265	0.5558	0.0065021936639774	NA	NA	NA	6	6	7	5	0	1	0
ENSG00000086589	RBM22	-4.32364797592163	-1312039435720730	1.535e-05	2.14103438043676e-32	NA	NA	NA	1	1	2	5	1	0.00032235	0.99967765
ENSG00000168685	IL7R	-0.245918914675713	-0.151275705227296	0.8057	0.0053312608835297	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000145757	SPATA9	5.47983074188232	0.999825694656313	4.257e-08	0.0585592001448326	NA	NA	NA	1	1	1	5	1	1.37719702702703e-06	0.999998622802973
ENSG00000177839	PCDHB9	-0.871268831322955	-0.132628993936632	0.3836	0.0874920761708997	NA	NA	NA	4	4	4	5	0	1	0
ENSG00000113300	CNOT6	-1.59480881690979	-0.921429951127036	0.1108	0.0060188172208143	NA	NA	NA	1	1	1	5	0	0.766633526011561	0.233366473988439
ENSG00000066230	SLC9A3	-1.29475324842331	-0.191286142295498	0.1954	0.0957494895059367	NA	NA	NA	2	2	3	5	0	0.93184780876494	0.0681521912350598
ENSG00000081818	PCDHB4	-11.6313574279524	-1.2838538996669	2.855e-31	0.15043997233867	NA	NA	NA	2	2	4	5	1	6.83487e-29	1
ENSG00000150756	FAM173B	-0.0720860437142134	-0.0391216077323685	0.9425	0.0068142448572562	NA	NA	NA	3	3	3	5	0	1	0
ENSG00000113269	RNF130	-1.56237927360435	-0.858971746332446	0.1182	0.0066348374015291	NA	NA	NA	3	3	4	5	0	0.794861797752809	0.205138202247191
ENSG00000276945	CTC-436P18.5	0.477078825235367	0.117481555934806	0.6333	0.0397071777077788	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000164346	NSA2	-1.08058810640226	-0.121260794755161	0.2799	0.159444626201033	NA	NA	NA	4	4	4	5	0	1	0
ENSG00000253908	RP11-252I14.2	-0.828400015830994	-0.173078760233689	0.4074	0.045988070978735	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000082196	C1QTNF3	-1.35901010905386	-0.22128368399567	0.1741	0.0757842986385688	NA	NA	NA	6	6	7	5	0	0.90406329113924	0.0959367088607596
ENSG00000279584	AC005593.2	-2.09427613270614	-0.607373749147394	0.03624	0.0246781835517192	NA	NA	NA	4	4	4	5	0	0.383887433628319	0.616112566371681
ENSG00000276545	PCDHGB9P	1.73972678184509	0.375369691461572	0.08191	0.0433464565887849	NA	NA	NA	1	1	3	5	0	0.644903181818182	0.355096818181818
ENSG00000230847	RP11-195E2.1	-1.98767994281289	-0.158521337569465	0.04685	0.321478956118518	NA	NA	NA	7	7	8	5	0	0.445075	0.554925
ENSG00000253485	PCDHGA5	-2.18271780014038	-0.266895911732976	0.02906	0.133715983233785	NA	NA	NA	1	1	1	5	1	0.322081666666667	0.677918333333333
ENSG00000172568	FNDC9	1.1923120949555	0.258656826877306	0.2331	0.0426259938809033	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000120318	ARAP3	0.995329558849335	0.169232295359209	0.3196	0.0694202138392078	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000146066	HIGD2A	-0.490575104951859	-0.488405421810751	0.6237	0.0020262640779476	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000198237	RP11-98J23.2	-0.071321353316307	-0.0254376066445085	0.9431	0.015977642274454	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000152700	SAR1B	0.451993715198284	0.0743068953194691	0.6513	0.0743919582499271	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000283559	RP11-844P9.2	0.280205309391022	0.0756714249228319	0.7793	0.0275426696111994	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000113555	PCDH12	4.89755258324921	1.59830436457052	9.704e-07	0.0186189953025786	NA	NA	NA	7	7	8	5	1	2.419935e-05	0.99997580065
ENSG00000255883	FUNDC2P1	3.70935636906035	5.96272756568245	0.0002078	0.0007683770005287	NA	NA	NA	2	2	2	5	1	0.00401188064516129	0.995988119354839
ENSG00000155511	GRIA1	0.67265444091321	0.147861923619512	0.5012	0.0416458164966094	NA	NA	NA	5	5	6	5	0	1	0
ENSG00000112964	GHR	0.760762456375178	0.188234790641775	0.4468	0.0327924301102637	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000249476	CTD-2587M2.1	-0.910243690013886	-0.114904040185707	0.3627	0.126301043427399	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000113119	TMCO6	2.0229062030994	0.133515444863955	0.04308	0.459926219683899	NA	NA	NA	4	4	6	5	0	0.437006440677966	0.562993559322034
ENSG00000249437	NAIP	-2.53384873201539	-0.18125008138278	0.01128	0.39226904388121	NA	NA	NA	3	3	3	5	0	0.15519724137931	0.84480275862069
ENSG00000113580	NR3C1	-1.43656257691629	-0.209158467538688	0.1508	0.0947051771660115	NA	NA	NA	5	5	6	5	0	0.855486255924171	0.144513744075829
ENSG00000243232	PCDHAC2	0.712805688381195	0.43233937583498	0.476	0.0054578531443882	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000187372	PCDHB13	-0.0976062044501304	-0.0061882421542628	0.9222	0.500444410065029	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000113073	SLC4A9	0.460818089908314	0.0804974937855707	0.6449	0.0658132139043693	NA	NA	NA	4	4	4	5	0	1	0
ENSG00000175426	PCSK1	-1.52153298309112	-0.152528724592963	0.1281	0.201902792384976	NA	NA	NA	2	2	2	5	0	0.833346195652174	0.166653804347826
ENSG00000249140	PRDX2P3	1.35900819301605	1.03199783914874	0.1741	0.0034897103432136	NA	NA	NA	1	1	1	5	0	0.90406329113924	0.0959367088607596
ENSG00000175309	PHYKPL	0.22495536506176	0.0562602301194664	0.822	0.0321339429002449	NA	NA	NA	1	1	3	5	0	1	0
ENSG00000254893	AC113404.1	-1.34393595248354	-0.231442446469792	0.179	0.0678152400773755	NA	NA	NA	2	2	2	5	0	0.90406329113924	0.0959367088607596
ENSG00000151422	FER	8.29280584568851	1.24928092477213	1.106e-16	0.0845179819342685	NA	NA	NA	5	5	6	5	1	7.78754117647059e-15	0.999999999999992
ENSG00000132840	BHMT2	-0.918671185571616	-0.0957633542351164	0.3583	0.184764619613563	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000152409	JMY	1.46924171853583	0.317524361732798	0.1418	0.0436258203524042	NA	NA	NA	3	3	4	5	0	0.845010891089109	0.154989108910891
ENSG00000177453	NIM1K	2.86791701103818	1.01640949064039	0.004132	0.0164274266082613	NA	NA	NA	4	4	5	5	0	0.06182505	0.93817495
ENSG00000229666	MAST4-AS1	-4.46886576376083	-0.689828931100904	7.864e-06	0.083449926054522	NA	NA	NA	3	3	4	5	1	0.000171149236363636	0.999828850763636
ENSG00000249238	BCL9P1	0.690580859816843	0.0853767098155264	0.4898	0.131505623196229	NA	NA	NA	6	6	8	5	0	1	0
ENSG00000215630	GUSBP9	-0.0786224486967345	-0.0203047668384944	0.9373	0.0299964984010988	NA	NA	NA	5	5	7	5	0	1	0
ENSG00000173926	MARCH3	0.622834920883179	1.36594253059102	0.5334	0.0004227718847595	NA	NA	NA	1	1	3	5	0	1	0
ENSG00000145700	ANKRD31	0.905277469254437	0.159762694557452	0.3653	0.0643455945960162	NA	NA	NA	9	9	10	5	0	1	0
ENSG00000197375	SLC22A5	2.64381258324026	0.337899447300145	0.008198	0.122033139252932	NA	NA	NA	5	5	7	5	0	0.114104720930233	0.885895279069767
ENSG00000153015	CWC27	6.08093712143263	0.810990800864677	1.195e-09	0.108889852602018	NA	NA	NA	2	2	2	5	1	4.33459090909091e-08	0.999999956654091
ENSG00000249721	RP11-83M16.4	0.327273547649383	0.058194371343914	0.7435	0.0641150492113173	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000113263	ITK	-1.84664022922516	-0.754239234658772	0.0648	0.0120412623984861	NA	NA	NA	1	1	1	5	0	0.550110638297872	0.449889361702128
ENSG00000145555	MYO10	0.200583830475807	0.037177360074118	0.841	0.0584752946876969	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000039319	ZFYVE16	-1.02728547703823	-0.0448801559248104	0.3043	1.05956862898709	NA	NA	NA	9	9	9	5	0	1	0
ENSG00000165810	BTNL9	8.84817347287954	0.528100578166044	8.896e-19	0.524872873516707	NA	NA	NA	2	2	2	5	1	7.099008e-17	1
ENSG00000152422	XRCC4	0.0165174209040263	0.018737300501141	0.9868	0.0383133113389349	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000170606	HSPA4	0.0696993948005003	0.0037829012695053	0.9444	0.68708711865063	NA	NA	NA	5	5	6	5	0	1	0
ENSG00000120733	KDM3B	0.0373787693679332	0.0035522616501913	0.9702	0.222431071585068	NA	NA	NA	3	3	4	5	0	1	0
ENSG00000031003	FAM13B	1.30626113872125	0.28066444041072	0.1915	0.0440284286125876	NA	NA	NA	3	3	3	5	0	0.93184780876494	0.0681521912350598
ENSG00000120137	PANK3	-0.267809606440952	-0.0433916694157949	0.7888	0.076674087827299	NA	NA	NA	3	3	4	5	0	1	0
ENSG00000164221	CCDC112	-0.0944271141002926	-0.0064689255842303	0.9248	0.423891678609199	NA	NA	NA	5	5	5	5	0	1	0
ENSG00000213328	RP11-281O15.2	-1.395275194661	-0.58359480538715	0.1629	0.0125569165977517	NA	NA	NA	3	3	4	5	0	0.876547533632287	0.123452466367713
ENSG00000039139	DNAH5	-1.47463919655549	-0.356453243422231	0.1403	0.0352322182607092	NA	NA	NA	2	2	2	5	0	0.845010891089109	0.154989108910891
ENSG00000213830	CFL1P5	1.88093126160029	1.83033904603523	0.05998	0.0021115661513108	NA	NA	NA	3	3	3	5	0	0.527912205882353	0.472087794117647
ENSG00000254192	CTC-558O2.2	-0.524758572760488	-0.0861970150845647	0.5998	0.0749436295513933	NA	NA	NA	3	3	3	5	0	1	0
ENSG00000250848	CTD-2083E4.5	-1.96128916740417	-2.86079299256496	0.04985	0.0009405540611355	NA	NA	NA	1	1	1	5	0	0.469846062992126	0.530153937007874
ENSG00000249109	RP11-1026M7.2	5.39975880420466	0.682081438740906	6.673e-08	0.122885141108758	NA	NA	NA	6	6	7	5	1	2.101995e-06	0.999997898005
ENSG00000271862	RP11-343L5.2	0.387143462896347	3.75223202630588	0.6987	2.1433762159761e-05	NA	NA	NA	1	1	3	5	0	1	0
ENSG00000176087	SLC35A4	-2.49738171130666	-1.5535966094364	0.01251	0.0051668849599721	NA	NA	NA	2	2	2	5	1	0.170164431818182	0.829835568181818
ENSG00000248734	CTD-2260A17.1	-3.74670720100403	-1.32672429552403	0.0001792	0.0157970066407959	NA	NA	NA	1	1	1	5	1	0.00353801803278689	0.996461981967213
ENSG00000120705	ETF1	-0.0453890285060946	-0.0053419430184845	0.9638	0.127847621123041	NA	NA	NA	6	6	9	5	0	1	0
ENSG00000249593	CTB-46B19.2	-0.526801094442717	-0.141588710564677	0.5983	0.0279752249976041	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000249352	LINC02198	-0.0344107924831836	-0.0036275587802878	0.9725	0.184211355155121	NA	NA	NA	5	5	7	5	0	1	0
ENSG00000113312	TTC1	0.512396990398055	0.0687940120812572	0.6084	0.111416250776114	NA	NA	NA	3	3	3	5	0	1	0
ENSG00000123643	SLC36A1	-0.90672686788677	-0.477047881886268	0.3646	0.0072518621274506	NA	NA	NA	3	3	5	5	0	1	0
ENSG00000272417	CTD-2199O4.6	3.60456442832947	1.33152300576845	0.0003127	0.014531133017278	NA	NA	NA	2	2	3	5	1	0.00567124090909091	0.994328759090909
ENSG00000169302	STK32A	2.90109807046391	0.440127068608241	0.003719	0.0880853467439417	NA	NA	NA	8	8	8	5	1	0.0573792692307692	0.942620730769231
ENSG00000170549	IRX1	0.0130453979726564	0.0037731921978746	0.9896	0.024012303910927	NA	NA	NA	4	4	5	5	0	1	0
ENSG00000279923	CTD-2008E3.1	1.9356359243393	0.765091596271864	0.05291	0.0180798734888448	NA	NA	NA	1	1	3	5	0	0.492718604651163	0.507281395348837
ENSG00000270225	MTCO2P22	-2.03822787581759	-2.25397361670183	0.04153	0.0016364418998153	NA	NA	NA	2	2	4	5	0	0.424883846153846	0.575116153846154
ENSG00000146090	RASGEF1C	-0.11368815600872	-0.091643434633987	0.9095	0.0031004139607366	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000248222	CTB-174D11.1	7.8818793296814	1.12609074639621	3.225e-15	0.0945963826137921	NA	NA	NA	1	1	1	5	1	1.75469318181818e-13	0.999999999999825
ENSG00000272416	CTD-2081C10.7	1.17617988586426	0.419930347548572	0.2395	0.0159948801037223	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000248489	LINC02062	-0.853283924483514	-0.32936074528933	0.3935	0.0135160057700508	NA	NA	NA	4	4	8	5	0	1	0
ENSG00000202533	Y_RNA	1.82639825344086	6.17794879865311	0.06779	0.0001749837637551	NA	NA	NA	1	1	1	5	1	0.563504375	0.436495625
ENSG00000256235	SMIM3	1.12345802783966	0.263835647019414	0.2612	0.0363786711061214	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000164325	TMEM174	-0.334357231855392	-0.147973914967257	0.7381	0.0103007279719449	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000215156	RP11-1023L17.2	2.19327592849731	0.209979922150088	0.02829	0.220914200436739	NA	NA	NA	1	1	1	5	0	0.31647785046729	0.68352214953271
ENSG00000072364	AFF4	-0.503878169255983	-0.0790397990726135	0.6143	0.0816147137692065	NA	NA	NA	3	3	5	5	0	1	0
ENSG00000164291	ARSK	1.02649986743927	0.373223357965003	0.3047	0.0151800982205735	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000169045	HNRNPH1	0.20676723450955	0.0179718366275621	0.8362	0.265892608603439	NA	NA	NA	5	5	6	5	0	1	0
ENSG00000145780	FEM1C	-0.594669540903397	-0.411417447967948	0.5521	0.0042378418792504	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000197083	ZNF300P1	-1.22440475267675	-0.693817939267983	0.2208	0.006246076331302	NA	NA	NA	3	3	3	5	0	1	0
ENSG00000164463	CREBRF	0.697568498271156	0.0726768204816887	0.4854	0.185442737697776	NA	NA	NA	6	6	6	5	0	1	0
ENSG00000113384	GOLPH3	-1.14697968959808	-0.407998692683198	0.2514	0.0159044272201468	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000113048	MRPS27	-9.88028281077526	-1.48052822557004	5.069e-23	0.0840805362461371	NA	NA	NA	5	5	7	5	1	5.51599363636364e-21	1
ENSG00000272081	CTD-2376I4.2	-1.28020679319881	-0.135003835642686	0.2005	0.180346479236025	NA	NA	NA	2	2	2	5	0	0.952375	0.0476249999999999
ENSG00000228212	OFD1P17	-1.13155162334442	-1.70266146615259	0.2578	0.0008861066291908	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000248483	POU5F2	1.19132737398809	0.0991451610112846	0.2335	0.290480892353857	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000170214	ADRA1B	0.332073788415595	0.12040708757307	0.7398	0.0152780408546724	NA	NA	NA	3	3	4	5	0	1	0
ENSG00000196923	PDLIM7	-0.0603548735380172	-0.0036469768291753	0.9519	0.550177683598487	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000250182	EEF1A1P13	-0.21325039961705	-0.0310452471118656	0.8311	0.0958364773790583	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000255622	PCDHB17P	-0.0033964877948164	-0.0009724605244438	0.9973	0.024498610018024	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000249751	ECSCR	0.225163608789444	0.374024440637242	0.8219	0.0007279887215969	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000181904	C5orf24	-5.2289494314214	-1.5240576126128	1.705e-07	0.0240697728649335	NA	NA	NA	2	2	4	5	1	4.97776829268293e-06	0.999995022231707
ENSG00000255647	CTD-2373J6.2	1.40328788757324	0.20808733192766	0.1605	0.098763395012965	NA	NA	NA	1	1	1	5	0	0.876547533632287	0.123452466367713
ENSG00000164611	PTTG1	0.102824335473292	0.0475213358876022	0.9181	0.0095891668846379	NA	NA	NA	4	4	5	5	0	1	0
ENSG00000188573	FBLL1	1.62272629177316	1.61589874060151	0.1046	0.0020809256167976	NA	NA	NA	2	2	2	5	0	0.751997647058824	0.248002352941176
ENSG00000113441	LNPEP	0.28141775727272	0.0186854689119184	0.7784	0.455629892608384	NA	NA	NA	2	2	4	5	0	1	0
ENSG00000226432	CTD-2015B23.2	-0.960247602086698	-0.322396404385362	0.3369	0.0186297143434763	NA	NA	NA	3	3	6	5	0	1	0
ENSG00000158458	NRG2	0.769259989261627	0.282176441511726	0.4417	0.0149210049435104	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000276547	PCDHGB5	1.57743050889665	0.141243015883963	0.1147	0.250793520761622	NA	NA	NA	4	4	6	5	0	0.780090340909091	0.219909659090909
ENSG00000112902	SEMA5A	0.208132023675993	0.0510421628737245	0.8351	0.0266283329398668	NA	NA	NA	4	4	5	5	0	1	0
ENSG00000248445	SEMA6A-AS1	-0.268850147724152	-0.150449865568676	0.788	0.0066800872193218	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000120729	MYOT	-0.773747066765951	-0.201026093914695	0.4391	0.0302990320944836	NA	NA	NA	3	3	4	5	0	1	0
ENSG00000178338	ZNF354B	1.40517768757439	0.336959276602676	0.16	0.0361578542932494	NA	NA	NA	3	3	3	5	0	0.876547533632287	0.123452466367713
ENSG00000247516	MIR4458HG	-0.712478426219487	-0.15481635806143	0.4762	0.042791401382417	NA	NA	NA	5	5	5	5	0	1	0
ENSG00000249363	CTB-78O21.1	0.379276093265799	0.0339461199247456	0.7045	0.250840753830048	NA	NA	NA	7	7	9	5	0	1	0
ENSG00000224186	C5orf66	-1.47139251232147	-4.89153891808398	0.1412	0.0001813745103638	NA	NA	NA	1	1	1	5	0	0.845010891089109	0.154989108910891
ENSG00000131187	F12	-0.291360913975231	-0.0927172383473905	0.7708	0.0198614823377949	NA	NA	NA	3	3	3	5	0	1	0
ENSG00000250629	RP11-122C5.3	1.07539260387421	0.356520348447177	0.2822	0.0182562684119754	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000235558	RP11-1198D22.1	-5.00423620923489	-0.570235379506162	5.608e-07	0.152086183658217	NA	NA	NA	3	3	4	5	1	1.42825021276596e-05	0.999985717497872
ENSG00000080709	KCNN2	1.45629112143541	0.163283664904808	0.1453	0.160050910003778	NA	NA	NA	3	3	3	5	0	0.848410243902439	0.151589756097561
ENSG00000164151	ICE1	0.46862248561856	0.0408953831653825	0.6393	0.265736197776815	NA	NA	NA	8	8	8	5	0	1	0
ENSG00000131435	PDLIM4	-1.34476542472839	-1.21131213442183	0.1787	0.0028957956594731	NA	NA	NA	1	1	2	5	0	0.90406329113924	0.0959367088607596
ENSG00000242110	AMACR	0.407015521232088	0.113629043464726	0.684	0.0257704783002725	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000164219	PGGT1B	-1.25593376159668	-0.338380486782595	0.2091	0.0276303057624409	NA	NA	NA	1	1	1	5	0	0.970126744186046	0.0298732558139535
ENSG00000204970	PCDHA1	-2.08794089071094	-0.834074484793444	0.0368	0.0125414953235252	NA	NA	NA	2	2	3	5	0	0.3864	0.6136
ENSG00000152495	CAMK4	-2.30198978501366	-0.237201559247078	0.02134	0.188883713422686	NA	NA	NA	6	6	6	5	1	0.260652857142857	0.739347142857143
ENSG00000135074	ADAM19	1.18030832705801	0.116379710337361	0.2379	0.217008104539675	NA	NA	NA	5	5	5	5	0	1	0
ENSG00000261604	CTD-2636A23.2	0.851572953355679	0.233029663516107	0.3945	0.0273726998048936	NA	NA	NA	2	2	3	5	0	1	0
ENSG00000248240	RP11-159F24.5	0.678627371788025	0.328837700388139	0.4974	0.0085516745079519	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000272040	CTC-366B18.4	-0.901205599308014	-0.0694015660711817	0.3675	0.338458816204295	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000049883	PTCD2	-5.12198926372124	-0.544224337255794	3.023e-07	0.176808838997742	NA	NA	NA	6	6	7	5	1	8.22393409090909e-06	0.999991776065909
ENSG00000246763	RGMB-AS1	1.85523089994967	0.732851069501758	0.06356	0.0128561227438568	NA	NA	NA	3	3	6	5	0	0.543438	0.456562
ENSG00000226306	NPY6R	1.16831684112549	0.637746902761746	0.2427	0.006732546923268	NA	NA	NA	3	3	5	5	0	1	0
ENSG00000215158	RP11-1023L17.1	-1.35581517219543	-0.249829962333725	0.1752	0.0593764494795181	NA	NA	NA	1	1	2	5	1	0.90406329113924	0.0959367088607596
ENSG00000164211	STARD4	-2.99733090400696	-1.18241231826877	0.002724	0.0127964012645386	NA	NA	NA	1	1	1	5	0	0.04347504	0.95652496
ENSG00000161011	SQSTM1	-0.446871646184755	-0.025580479412816	0.655	0.618042669736059	NA	NA	NA	6	6	7	5	0	1	0
ENSG00000112851	ERBIN	-0.140402413923429	-0.0117078535610256	0.8883	0.288225835783072	NA	NA	NA	5	5	5	5	0	1	0
ENSG00000215068	AC025171.1	-1.11400997303844	-0.424922625597258	0.2653	0.01425842546944	NA	NA	NA	3	3	3	5	0	1	0
ENSG00000272234	CTD-2325A15.5	-0.261338793131904	-0.0591402734603923	0.7938	0.039214876125463	NA	NA	NA	3	3	3	5	0	1	0
ENSG00000204767	FAM196B	-0.600773274898529	-0.69463769076528	0.548	0.001502097878696	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000155545	MIER3	-4.67895841598511	-0.67480259408177	2.883e-06	0.0948470473514197	NA	NA	NA	1	1	1	5	1	6.7665705882353e-05	0.999932334294118
ENSG00000164331	ANKRA2	-0.75144700662144	-0.120951743383745	0.4524	0.0775268733942044	NA	NA	NA	2	2	3	5	0	1	0
ENSG00000131711	MAP1B	0.88363371121218	0.254449681936361	0.3769	0.0243283976137024	NA	NA	NA	2	2	3	5	0	1	0
ENSG00000164181	ELOVL7	-0.80605697631836	-0.295063472590453	0.4202	0.015029407827407	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000197043	ANXA6	0.377463652186843	0.0772994858387471	0.7058	0.0479075971700389	NA	NA	NA	5	5	5	5	0	1	0
ENSG00000146006	LRRTM2	2.40489134690241	1.16592590269457	0.01618	0.0087617108015496	NA	NA	NA	2	2	2	5	0	0.210515869565217	0.789484130434783
ENSG00000172062	SMN1	2.17305909705452	0.464458127415583	0.02978	0.0437771568781373	NA	NA	NA	3	3	4	5	1	0.327033577981651	0.672966422018349
ENSG00000082516	GEMIN5	1.44163712473173	0.448417939852336	0.1494	0.0208406502920866	NA	NA	NA	2	2	3	5	0	0.85272	0.14728
ENSG00000253439	CDC42P5	-0.748824080349778	-0.269470509820088	0.454	0.0155057921575172	NA	NA	NA	2	2	4	5	0	1	0
ENSG00000047188	YTHDC2	-0.178778953150178	-0.0245551236723849	0.8581	0.105931829297988	NA	NA	NA	4	4	4	5	0	1	0
ENSG00000145494	NDUFS6	0.50113143641288	0.0232920978463795	0.6163	0.932108399152356	NA	NA	NA	4	4	5	5	0	1	0
ENSG00000091009	RBM27	0.528726644678472	0.199959391936422	0.597	0.0141351155112401	NA	NA	NA	2	2	2	5	0	1	0
